Year,Meat,Crops,Diversity,Timber,Carbon,Urban,Recreation
2079,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2080,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2081,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2082,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2083,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2084,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2085,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2086,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2087,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2088,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2089,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2090,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2091,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2092,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2093,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2094,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2095,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2096,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2097,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2098,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2099,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
2100,1108954.915,2483703.551,14832.221,61679.319,21141382.62,1,3356.413
